hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,educ_head,year,month,survey_wgt,ea,hhsize,headwork,educ_head2
3687-001-01,5,55,Urban,3,2,56,Male,24,2021,1,8963.53355,NA,5,14,3
3689-001-01,5,55,Urban,5,4,57,Female,22,2021,1,8963.53355,NA,3,5,3
3689-001-01,5,55,Urban,5,4,57,Female,22,2021,1,8963.53355,NA,3,7,3
3689-001-01,5,55,Urban,5,4,57,Female,22,2021,1,8963.53355,NA,3,14,3
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,7,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,16,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,7,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,7,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,14,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,14,2
3698-001-01,5,55,Urban,5,4,57,Male,18,2021,10,6772.4149022253,NA,7,7,2
3699-001-01,5,55,Urban,5,5,26,Male,NA,2021,10,3139.95438405163,NA,1,1,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,10,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,7,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,17,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,14,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,17,3
3699-001-02,5,55,Urban,4,3,25,Female,NA,2021,10,3438.65109460126,NA,6,17,3
3700-001-01,5,52,Rural,4,5,36,Male,18,2021,10,3539.40544093897,NA,4,7,2
3700-001-01,5,52,Rural,4,5,36,Male,18,2021,10,3539.40544093897,NA,4,1,2
3700-001-01,5,52,Rural,4,5,36,Male,18,2021,10,3539.40544093897,NA,4,14,2
3700-001-01,5,52,Rural,4,5,36,Male,18,2021,10,3539.40544093897,NA,4,17,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,1,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,9,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,7,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,7,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,7,2
3700-001-04,5,55,Urban,3,2,63,Male,18,2021,10,5108.67776787822,NA,6,14,2
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,7,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,14,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,14,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,11,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,14,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,11,3
3702-001-01,12,128,Urban,5,4,64,Female,25,2021,12,4392.92796460616,NA,7,17,3
3702-001-07,5,55,Urban,5,5,29,Female,25,2021,10,2959.11838939814,5,2,9,3
3702-001-07,5,55,Urban,5,5,29,Female,25,2021,10,2959.11838939814,5,2,12,3
3703-001-01,5,55,Urban,4,3,53,Male,18,2021,10,3019.34940402061,5,3,7,2
3703-001-01,5,55,Urban,4,3,53,Male,18,2021,10,3019.34940402061,5,3,14,2
3703-001-01,5,55,Urban,4,3,53,Male,18,2021,10,3019.34940402061,5,3,1,2
3703-001-02,7,73,Urban,4,3,46,Female,14,2022,1,2034.52575812911,NA,5,10,1
3703-001-02,7,73,Urban,4,3,46,Female,14,2022,1,2034.52575812911,NA,5,11,1
3703-001-02,7,73,Urban,4,3,46,Female,14,2022,1,2034.52575812911,NA,5,11,1
3703-001-02,7,73,Urban,4,3,46,Female,14,2022,1,2034.52575812911,NA,5,17,1
3703-001-02,7,73,Urban,4,3,46,Female,14,2022,1,2034.52575812911,NA,5,17,1
3705-001-01,5,55,Urban,3,2,61,Female,17,2021,10,1656.53637585109,NA,2,7,1
3705-001-01,5,55,Urban,3,2,61,Female,17,2021,10,1656.53637585109,NA,2,14,1
3705-001-02,5,55,Urban,5,4,35,Male,18,2022,1,1907.75924085702,NA,5,7,2
3705-001-02,5,55,Urban,5,4,35,Male,18,2022,1,1907.75924085702,NA,5,7,2
3705-001-02,5,55,Urban,5,4,35,Male,18,2022,1,1907.75924085702,NA,5,14,2
3705-001-02,5,55,Urban,5,4,35,Male,18,2022,1,1907.75924085702,NA,5,14,2
3705-001-02,5,55,Urban,5,4,35,Male,18,2022,1,1907.75924085702,NA,5,11,2
3717-001-01,5,56,Rural,3,3,38,Female,18,2021,1,5168.47569641509,0,3,1,2
3717-001-01,5,56,Rural,3,3,38,Female,18,2021,1,5168.47569641509,0,3,NA,2
3717-001-01,5,56,Rural,3,3,38,Female,18,2021,1,5168.47569641509,0,3,14,2
3717-001-01,5,56,Rural,3,3,38,Female,18,2021,1,5168.47569641509,0,3,17,2
3718-001-01,5,56,Rural,1,1,40,Male,18,2021,1,6373.28348865737,0,5,1,2
3718-001-01,5,56,Rural,1,1,40,Male,18,2021,1,6373.28348865737,0,5,1,2
3718-001-01,5,56,Rural,1,1,40,Male,18,2021,1,6373.28348865737,0,5,15,2
3718-001-01,5,56,Rural,1,1,40,Male,18,2021,1,6373.28348865737,0,5,14,2
3718-001-01,5,56,Rural,1,1,40,Male,18,2021,1,6373.28348865737,0,5,17,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,1,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,1,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,1,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,14,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,14,2
3719-001-01,5,56,Rural,2,3,37,Male,18,2021,1,6164.42694689735,NA,6,17,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,1,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,10,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,1,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,11,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,14,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,17,2
3720-001-01,5,56,Rural,1,2,45,Male,18,2021,1,6181.57244727224,NA,7,17,2
3721-001-01,5,56,Rural,2,2,49,Male,18,2021,1,4476.92275876135,NA,3,1,2
3721-001-01,5,56,Rural,2,2,49,Male,18,2021,1,4476.92275876135,NA,3,1,2
3721-001-01,5,56,Rural,2,2,49,Male,18,2021,1,4476.92275876135,NA,3,NA,2
3721-001-01,5,56,Rural,2,2,49,Male,18,2021,1,4476.92275876135,NA,3,16,2
3722-001-01,5,56,Rural,3,4,35,Male,18,2021,1,3532.19355463243,NA,3,1,2
3722-001-01,5,56,Rural,3,4,35,Male,18,2021,1,3532.19355463243,NA,3,14,2
3722-001-01,5,56,Rural,3,4,35,Male,18,2021,1,3532.19355463243,NA,3,14,2
3723-001-01,5,56,Rural,2,2,47,Male,NA,2021,1,2585.32626044923,NA,4,1,3
3723-001-01,5,56,Rural,2,2,47,Male,NA,2021,1,2585.32626044923,NA,4,1,3
3723-001-01,5,56,Rural,2,2,47,Male,NA,2021,1,2585.32626044923,NA,4,NA,3
3723-001-01,5,56,Rural,2,2,47,Male,NA,2021,1,2585.32626044923,NA,4,1,3
3723-001-01,5,56,Rural,2,2,47,Male,NA,2021,1,2585.32626044923,NA,4,14,3
3723-001-03,5,56,Rural,2,2,22,Male,NA,2021,1,4799.39912906092,NA,4,1,3
3723-001-03,5,56,Rural,2,2,22,Male,NA,2021,1,4799.39912906092,NA,4,1,3
3723-001-03,5,56,Rural,2,2,22,Male,NA,2021,1,4799.39912906092,NA,4,17,3
3723-001-03,5,56,Rural,2,2,22,Male,NA,2021,1,4799.39912906092,NA,4,17,3
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,1,2
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,1,2
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,1,2
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,NA,2
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,NA,2
3724-001-01,5,56,Rural,2,2,55,Male,18,2021,1,8963.53355,NA,4,14,2
3737-001-01,9,91,Rural,5,5,62,Male,18,2020,12,3706.05299072478,3,1,1,2
3737-001-02,9,91,Rural,5,5,61,Female,18,2020,12,2044.3121599283,NA,1,1,2
3738-001-01,9,91,Rural,5,5,61,Male,18,2020,12,1425.44199696852,NA,3,1,2
3738-001-01,9,91,Rural,5,5,61,Male,18,2020,12,1425.44199696852,NA,3,1,2
3738-001-01,9,91,Rural,5,5,61,Male,18,2020,12,1425.44199696852,NA,3,14,2
3738-001-02,9,91,Rural,2,3,32,Male,NA,2020,12,1851.59236718403,NA,2,1,3
3738-001-02,9,91,Rural,2,3,32,Male,NA,2020,12,1851.59236718403,NA,2,1,3
3739-001-01,9,91,Rural,2,3,85,Male,NA,2020,12,3248.30338474617,NA,3,1,3
3739-001-01,9,91,Rural,2,3,85,Male,NA,2020,12,3248.30338474617,NA,3,8,3
3739-001-01,9,91,Rural,2,3,85,Male,NA,2020,12,3248.30338474617,NA,3,14,3
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,1,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,1,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,16,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,1,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,12,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,14,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,14,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,14,2
3740-001-01,9,91,Rural,1,1,69,Male,18,2020,12,1008.41409267902,NA,9,17,2
3741-001-01,9,91,Rural,4,4,54,Male,18,2020,12,1456.50480403748,NA,4,1,2
3741-001-01,9,91,Rural,4,4,54,Male,18,2020,12,1456.50480403748,NA,4,1,2
3741-001-01,9,91,Rural,4,4,54,Male,18,2020,12,1456.50480403748,NA,4,14,2
3741-001-01,9,91,Rural,4,4,54,Male,18,2020,12,1456.50480403748,NA,4,14,2
3741-001-03,9,95,Rural,5,5,36,Male,18,2020,12,1866.56820823057,NA,3,10,2
3741-001-03,9,95,Rural,5,5,36,Male,18,2020,12,1866.56820823057,NA,3,9,2
3741-001-03,9,95,Rural,5,5,36,Male,18,2020,12,1866.56820823057,NA,3,17,2
3741-001-04,9,91,Rural,4,5,32,Male,24,2020,12,1529.8009677482,NA,2,1,3
3741-001-04,9,91,Rural,4,5,32,Male,24,2020,12,1529.8009677482,NA,2,1,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,1,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,14,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,1,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,14,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,14,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,14,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,14,3
3742-001-01,9,91,Rural,2,2,48,Female,NA,2020,12,542.801612031314,NA,8,17,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,1,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,14,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,10,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,10,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,14,3
3743-001-01,9,91,Rural,3,4,66,Female,NA,2020,12,1332.73831735661,NA,6,17,3
3755-001-01,9,91,Rural,5,5,59,Female,NA,2021,3,1341.96278589258,NA,2,10,3
3755-001-01,9,91,Rural,5,5,59,Female,NA,2021,3,1341.96278589258,NA,2,14,3
3756-001-01,9,91,Rural,1,1,56,Female,18,2021,3,2919.86298071666,NA,5,2,2
3756-001-01,9,91,Rural,1,1,56,Female,18,2021,3,2919.86298071666,NA,5,10,2
3756-001-01,9,91,Rural,1,1,56,Female,18,2021,3,2919.86298071666,NA,5,16,2
3756-001-01,9,91,Rural,1,1,56,Female,18,2021,3,2919.86298071666,NA,5,14,2
3756-001-01,9,91,Rural,1,1,56,Female,18,2021,3,2919.86298071666,NA,5,17,2
3756-001-03,9,95,Rural,5,5,24,Male,24,2021,3,3550.399263002,NA,1,10,3
3757-001-01,9,91,Rural,4,4,43,Male,NA,2021,3,1481.11574978249,NA,1,2,3
3757-001-02,9,91,Rural,2,3,25,Male,18,2021,3,1972.03524013124,NA,4,10,2
3757-001-02,9,91,Rural,2,3,25,Male,18,2021,3,1972.03524013124,NA,4,1,2
3757-001-02,9,91,Rural,2,3,25,Male,18,2021,3,1972.03524013124,NA,4,17,2
3757-001-02,9,91,Rural,2,3,25,Male,18,2021,3,1972.03524013124,NA,4,17,2
3758-001-01,9,91,Rural,2,2,64,Male,18,2021,3,4256.32045814141,NA,5,2,2
3758-001-01,9,91,Rural,2,2,64,Male,18,2021,3,4256.32045814141,NA,5,1,2
3758-001-01,9,91,Rural,2,2,64,Male,18,2021,3,4256.32045814141,NA,5,2,2
3758-001-01,9,91,Rural,2,2,64,Male,18,2021,3,4256.32045814141,NA,5,2,2
3758-001-01,9,91,Rural,2,2,64,Male,18,2021,3,4256.32045814141,NA,5,14,2
3759-001-02,9,91,Rural,3,4,72,Male,14,2021,3,1212.90570292413,NA,5,1,1
3759-001-02,9,91,Rural,3,4,72,Male,14,2021,3,1212.90570292413,NA,5,10,1
3759-001-02,9,91,Rural,3,4,72,Male,14,2021,3,1212.90570292413,NA,5,2,1
3759-001-02,9,91,Rural,3,4,72,Male,14,2021,3,1212.90570292413,NA,5,14,1
3759-001-02,9,91,Rural,3,4,72,Male,14,2021,3,1212.90570292413,NA,5,14,1
3760-001-01,9,91,Rural,2,3,45,Female,18,2021,3,2184.97077934275,NA,3,1,2
3760-001-01,9,91,Rural,2,3,45,Female,18,2021,3,2184.97077934275,NA,3,14,2
3760-001-01,9,91,Rural,2,3,45,Female,18,2021,3,2184.97077934275,NA,3,14,2
3761-001-01,9,91,Rural,4,5,42,Male,13,2021,3,4102.96715411156,NA,4,2,1
3761-001-01,9,91,Rural,4,5,42,Male,13,2021,3,4102.96715411156,NA,4,10,1
3761-001-01,9,91,Rural,4,5,42,Male,13,2021,3,4102.96715411156,NA,4,14,1
3761-001-01,9,91,Rural,4,5,42,Male,13,2021,3,4102.96715411156,NA,4,14,1
3762-001-01,9,91,Rural,4,4,51,Male,18,2021,3,3249.76918281094,NA,4,10,2
3762-001-01,9,91,Rural,4,4,51,Male,18,2021,3,3249.76918281094,NA,4,10,2
3762-001-01,9,91,Rural,4,4,51,Male,18,2021,3,3249.76918281094,NA,4,14,2
3762-001-01,9,91,Rural,4,4,51,Male,18,2021,3,3249.76918281094,NA,4,14,2
3774-001-01,9,92,Rural,1,1,81,Male,NA,2020,12,1719.48680695579,NA,3,1,3
3774-001-01,9,92,Rural,1,1,81,Male,NA,2020,12,1719.48680695579,NA,3,1,3
3774-001-01,9,92,Rural,1,1,81,Male,NA,2020,12,1719.48680695579,NA,3,1,3
3775-001-01,9,92,Rural,1,2,40,Male,18,2020,12,2834.85160926972,NA,4,1,2
3775-001-01,9,92,Rural,1,2,40,Male,18,2020,12,2834.85160926972,NA,4,1,2
3775-001-01,9,92,Rural,1,2,40,Male,18,2020,12,2834.85160926972,NA,4,14,2
3775-001-01,9,92,Rural,1,2,40,Male,18,2020,12,2834.85160926972,NA,4,17,2
3775-001-03,9,95,Rural,4,4,58,Female,18,2021,3,1680.82385395082,NA,2,16,2
3775-001-03,9,95,Rural,4,4,58,Female,18,2021,3,1680.82385395082,NA,2,13,2
3776-001-01,9,92,Rural,4,5,36,Male,18,2020,12,4209.60517045142,NA,4,1,2
3776-001-01,9,92,Rural,4,5,36,Male,18,2020,12,4209.60517045142,NA,4,1,2
3776-001-01,9,92,Rural,4,5,36,Male,18,2020,12,4209.60517045142,NA,4,14,2
3776-001-01,9,92,Rural,4,5,36,Male,18,2020,12,4209.60517045142,NA,4,14,2
3777-001-01,9,92,Rural,1,1,35,Male,18,2020,12,3883.4083291841,NA,5,1,2
3777-001-01,9,92,Rural,1,1,35,Male,18,2020,12,3883.4083291841,NA,5,1,2
3777-001-01,9,92,Rural,1,1,35,Male,18,2020,12,3883.4083291841,NA,5,14,2
3777-001-01,9,92,Rural,1,1,35,Male,18,2020,12,3883.4083291841,NA,5,14,2
3777-001-01,9,92,Rural,1,1,35,Male,18,2020,12,3883.4083291841,NA,5,17,2
3778-001-01,9,92,Rural,1,1,72,Male,15,2020,12,5321.09079325438,NA,1,1,1
3778-001-02,9,92,Rural,4,4,76,Female,15,2020,12,2690.19729895885,NA,2,1,1
3778-001-02,9,92,Rural,4,4,76,Female,15,2020,12,2690.19729895885,NA,2,1,1
3779-001-02,9,92,Rural,4,4,60,Female,18,2020,12,3551.54937005517,NA,1,1,2
3780-001-01,9,92,Rural,1,1,42,Female,15,2020,12,5769.70912841997,NA,5,1,1
3780-001-01,9,92,Rural,1,1,42,Female,15,2020,12,5769.70912841997,NA,5,1,1
3780-001-01,9,92,Rural,1,1,42,Female,15,2020,12,5769.70912841997,NA,5,17,1
3780-001-01,9,92,Rural,1,1,42,Female,15,2020,12,5769.70912841997,NA,5,17,1
3780-001-01,9,92,Rural,1,1,42,Female,15,2020,12,5769.70912841997,NA,5,17,1
3781-001-01,9,92,Rural,1,1,36,Male,18,2020,12,2143.46068598279,NA,4,1,2
3781-001-01,9,92,Rural,1,1,36,Male,18,2020,12,2143.46068598279,NA,4,1,2
3781-001-01,9,92,Rural,1,1,36,Male,18,2020,12,2143.46068598279,NA,4,14,2
3781-001-01,9,92,Rural,1,1,36,Male,18,2020,12,2143.46068598279,NA,4,14,2
3781-001-02,9,92,Rural,1,1,41,Female,18,2020,12,2065.08659764962,NA,4,1,2
3781-001-02,9,92,Rural,1,1,41,Female,18,2020,12,2065.08659764962,NA,4,1,2
3781-001-02,9,92,Rural,1,1,41,Female,18,2020,12,2065.08659764962,NA,4,17,2
3781-001-02,9,92,Rural,1,1,41,Female,18,2020,12,2065.08659764962,NA,4,17,2
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,1,3
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,14,3
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,1,3
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,16,3
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,14,3
3793-001-01,9,93,Rural,1,1,27,Male,22,2021,11,1349.15906957475,4,6,14,3
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,1,2
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,10,2
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,7,2
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,14,2
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,11,2
3794-001-01,9,93,Rural,2,3,44,Male,18,2021,11,1843.07981665964,4,6,17,2
3794-001-04,9,93,Rural,4,4,26,Male,14,2021,11,1634.3817558328,NA,2,1,1
3794-001-04,9,93,Rural,4,4,26,Male,14,2021,11,1634.3817558328,NA,2,10,1
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,1,2
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,1,2
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,1,2
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,NA,2
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,14,2
3795-001-01,9,93,Rural,1,1,45,Male,18,2021,11,1416.0281830804,NA,5,17,2
3796-001-01,9,93,Rural,3,3,37,Female,15,2021,11,3679.5507264127,NA,4,1,1
3796-001-01,9,93,Rural,3,3,37,Female,15,2021,11,3679.5507264127,NA,4,13,1
3796-001-01,9,93,Rural,3,3,37,Female,15,2021,11,3679.5507264127,NA,4,14,1
3796-001-01,9,93,Rural,3,3,37,Female,15,2021,11,3679.5507264127,NA,4,17,1
3797-001-01,9,93,Rural,3,4,53,Male,18,2021,11,1019.64449408435,4,4,1,2
3797-001-01,9,93,Rural,3,4,53,Male,18,2021,11,1019.64449408435,4,4,1,2
3797-001-01,9,93,Rural,3,4,53,Male,18,2021,11,1019.64449408435,4,4,14,2
3797-001-01,9,93,Rural,3,4,53,Male,18,2021,11,1019.64449408435,4,4,14,2
3797-001-03,7,72,Urban,5,5,28,Male,25,2021,12,1358.16729065967,NA,1,10,3
3797-001-04,9,93,Rural,3,4,21,Male,24,2021,11,1584.80387755251,NA,4,1,3
3797-001-04,9,93,Rural,3,4,21,Male,24,2021,11,1584.80387755251,NA,4,1,3
3797-001-04,9,93,Rural,3,4,21,Male,24,2021,11,1584.80387755251,NA,4,17,3
3797-001-04,9,93,Rural,3,4,21,Male,24,2021,11,1584.80387755251,NA,4,17,3
3797-001-06,9,97,Urban,3,2,25,Male,24,2021,11,1833.93028347997,NA,3,13,3
3797-001-06,9,97,Urban,3,2,25,Male,24,2021,11,1833.93028347997,NA,3,13,3
3797-001-06,9,97,Urban,3,2,25,Male,24,2021,11,1833.93028347997,NA,3,17,3
3798-001-01,9,93,Rural,4,5,27,Male,18,2021,11,1681.55273125769,4,1,10,2
3798-001-02,9,93,Rural,1,1,45,Female,NA,2021,11,1955.2726757057,NA,5,1,3
3798-001-02,9,93,Rural,1,1,45,Female,NA,2021,11,1955.2726757057,NA,5,1,3
3798-001-02,9,93,Rural,1,1,45,Female,NA,2021,11,1955.2726757057,NA,5,1,3
3798-001-02,9,93,Rural,1,1,45,Female,NA,2021,11,1955.2726757057,NA,5,14,3
3798-001-02,9,93,Rural,1,1,45,Female,NA,2021,11,1955.2726757057,NA,5,17,3
3799-001-01,9,93,Rural,4,4,71,Female,15,2021,11,1412.00112571046,NA,2,1,1
3799-001-01,9,93,Rural,4,4,71,Female,15,2021,11,1412.00112571046,NA,2,14,1
3800-001-01,9,93,Rural,1,2,54,Male,18,2021,11,766.326058826184,NA,3,1,2
3800-001-01,9,93,Rural,1,2,54,Male,18,2021,11,766.326058826184,NA,3,1,2
3800-001-01,9,93,Rural,1,2,54,Male,18,2021,11,766.326058826184,NA,3,14,2
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,1,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,1,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,16,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,16,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,14,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,14,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,14,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,14,1
3812-001-01,9,93,Rural,1,1,73,Male,12,2021,1,993.483022460656,315,9,17,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,1,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,15,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,15,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,10,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,14,1
3814-001-01,9,93,Rural,2,2,82,Female,15,2021,1,1335.05166257966,315,6,14,1
3815-001-01,9,93,Rural,5,5,48,Female,18,2021,1,5537.45672076589,315,1,1,2
3816-001-01,9,97,Urban,5,5,38,Male,34,2021,1,1433.2819758805,NA,3,5,3
3816-001-01,9,97,Urban,5,5,38,Male,34,2021,1,1433.2819758805,NA,3,16,3
3816-001-01,9,97,Urban,5,5,38,Male,34,2021,1,1433.2819758805,NA,3,14,3
3816-001-02,9,93,Rural,4,5,32,Female,22,2021,1,2350.44013896872,315,4,7,3
3816-001-02,9,93,Rural,4,5,32,Female,22,2021,1,2350.44013896872,315,4,NA,3
3816-001-02,9,93,Rural,4,5,32,Female,22,2021,1,2350.44013896872,315,4,17,3
3816-001-02,9,93,Rural,4,5,32,Female,22,2021,1,2350.44013896872,315,4,17,3
3817-001-01,9,93,Rural,3,4,48,Male,18,2021,1,1849.85220894578,315,4,1,2
3817-001-01,9,93,Rural,3,4,48,Male,18,2021,1,1849.85220894578,315,4,10,2
3817-001-01,9,93,Rural,3,4,48,Male,18,2021,1,1849.85220894578,315,4,14,2
3817-001-01,9,93,Rural,3,4,48,Male,18,2021,1,1849.85220894578,315,4,14,2
3817-001-02,9,91,Urban,3,1,36,Male,19,2021,1,2343.86720142563,NA,4,9,3
3817-001-02,9,91,Urban,3,1,36,Male,19,2021,1,2343.86720142563,NA,4,10,3
3817-001-02,9,91,Urban,3,1,36,Male,19,2021,1,2343.86720142563,NA,4,14,3
3817-001-02,9,91,Urban,3,1,36,Male,19,2021,1,2343.86720142563,NA,4,17,3
3818-001-01,9,93,Rural,5,5,63,Male,18,2021,1,1368.00881856161,NA,3,1,2
3818-001-01,9,93,Rural,5,5,63,Male,18,2021,1,1368.00881856161,NA,3,1,2
3818-001-01,9,93,Rural,5,5,63,Male,18,2021,1,1368.00881856161,NA,3,14,2
3819-001-01,9,93,Rural,4,4,58,Male,18,2021,1,3627.67356696113,NA,1,1,2
3822-001-02,9,93,Rural,3,4,41,Female,18,2021,1,3065.88612028217,83,4,10,2
3822-001-02,9,93,Rural,3,4,41,Female,18,2021,1,3065.88612028217,83,4,13,2
