hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
6744-001-03,3,35,Rural,3,4,28,Male,2021,5,4,10,18,2
6744-001-04,3,35,Rural,3,4,26,Male,2021,5,4,9,25,3
6745-001-01,3,35,Rural,3,4,77,Male,2021,5,4,1,17,1
6757-001-01,3,36,Urban,5,4,54,Male,2021,5,3,10,18,2
6758-001-01,3,36,Urban,4,3,25,Male,2021,5,1,10,16,1
6759-001-01,3,36,Urban,3,2,64,Female,2021,5,8,16,15,1
6759-001-03,3,36,Urban,5,5,28,Male,2021,5,3,9,24,3
6760-001-01,3,36,Urban,5,4,36,Male,2021,5,4,10,18,2
6761-001-01,3,36,Urban,5,4,28,Female,2021,5,3,10,24,3
6762-001-02,3,36,Urban,5,5,58,Female,2021,5,4,10,18,2
6763-001-01,3,36,Urban,5,5,68,Female,2021,5,1,16,33,3
6764-001-01,3,36,Urban,4,2,52,Female,2021,5,9,10,NA,3
6777-001-01,3,34,Urban,2,1,55,Female,2021,7,12,10,18,2
6777-001-02,3,36,Urban,4,2,36,Male,2021,7,4,10,24,3
6778-001-01,3,36,Urban,3,2,56,Male,2021,7,5,1,18,2
6778-001-03,3,34,Urban,5,5,36,Male,2021,7,3,9,18,2
6779-001-01,3,35,Rural,5,5,55,Female,2021,7,3,7,18,2
6780-001-01,3,36,Urban,5,4,52,Female,2021,7,3,10,18,2
6782-001-01,3,36,Urban,2,1,28,Female,2021,7,4,10,22,3
6783-001-01,3,36,Urban,1,1,35,Female,2021,7,4,10,NA,3
6795-001-01,3,37,Rural,2,2,39,Male,2021,7,5,1,18,2
6796-001-01,3,37,Rural,5,5,36,Male,2021,7,1,7,18,2
6796-001-02,3,34,Rural,2,2,28,Female,2021,12,3,1,17,1
6797-001-01,3,37,Rural,2,3,53,Female,2021,7,2,1,17,1
6798-001-01,3,37,Rural,2,3,64,Female,2021,7,4,1,18,2
6798-001-02,7,74,Urban,5,4,28,Male,2022,1,2,10,22,3
6799-001-01,3,37,Rural,4,5,56,Male,2021,7,5,1,18,2
6800-001-01,3,37,Rural,2,2,47,Male,2021,7,6,1,NA,3
6801-001-01,3,37,Rural,2,3,63,Male,2021,7,7,NA,NA,3
6802-001-01,3,37,Rural,3,4,72,Female,2021,7,2,1,NA,3
6802-001-02,3,37,Rural,3,3,32,Male,2021,7,5,1,17,1
6815-001-01,55,551,Urban,4,3,31,Male,2021,6,5,11,24,3
6815-001-02,5,53,Urban,4,3,36,Male,2022,1,5,10,14,1
6816-001-01,55,551,Urban,3,2,70,Female,2021,6,6,16,NA,3
6817-001-01,55,551,Urban,4,2,44,Male,2021,6,7,7,24,3
6818-001-01,55,551,Urban,4,2,71,Male,2021,6,4,15,19,3
6819-001-01,55,551,Rural,3,4,57,Male,2021,6,4,1,17,1
6820-001-01,55,551,Urban,3,2,57,Female,2021,6,5,10,23,3
6820-001-02,55,551,Urban,4,3,30,Male,2021,6,5,10,24,3
6820-001-04,55,551,Urban,4,2,31,Male,2021,6,4,7,24,3
6821-001-01,1,551,Urban,4,3,70,Male,2021,6,7,1,NA,3
6821-001-02,55,551,Urban,5,4,57,Female,2021,6,3,5,21,3
6823-001-01,55,551,Urban,2,1,61,Female,2021,7,4,10,15,1
6833-001-01,55,551,Rural,3,4,39,Male,2021,6,5,1,24,3
6834-001-01,55,551,Rural,2,2,35,Male,2021,6,5,1,18,2
6835-001-01,55,551,Rural,1,1,71,Male,2021,6,11,16,14,1
6836-001-01,55,551,Rural,1,1,44,Male,2021,6,10,1,13,1
6837-001-01,55,551,Rural,1,1,47,Male,2021,6,8,1,16,1
6838-001-01,55,551,Rural,2,3,33,Male,2021,6,4,1,16,1
6840-001-01,55,551,Rural,2,3,56,Male,2021,6,7,1,15,1
6840-001-03,53,531,Rural,5,5,29,Male,2022,1,3,10,22,3
6840-001-04,53,531,Rural,4,5,30,Male,2021,12,4,7,22,3
6841-001-02,55,551,Rural,2,2,41,Male,2021,6,12,1,NA,3
6852-001-01,55,552,Rural,4,4,56,Female,2021,6,1,15,NA,3
6853-001-01,55,552,Rural,1,2,69,Male,2021,6,1,16,NA,3
6853-001-02,55,551,Rural,2,3,46,Female,2021,6,3,7,NA,3
6854-001-01,55,552,Rural,2,3,51,Male,2021,6,13,1,15,1
6855-001-01,55,552,Rural,1,1,61,Male,2021,6,13,2,NA,3
6855-001-05,55,552,Rural,4,4,30,Male,2021,6,3,2,16,1
6855-001-06,55,552,Rural,3,4,29,Male,2021,6,2,2,15,1
6856-001-01,55,552,Rural,1,1,43,Male,2021,6,4,2,17,1
6857-001-01,55,552,Rural,5,5,68,Female,2021,7,2,11,NA,3
6858-001-01,55,552,Rural,1,1,47,Male,2021,6,10,1,16,1
6859-001-01,55,552,Rural,1,2,36,Male,2021,6,7,1,NA,3
6871-001-01,55,552,Urban,1,1,57,Male,2021,6,7,2,18,2
6872-001-01,55,552,Urban,3,2,76,Female,2021,6,7,15,NA,3
6873-001-01,55,552,Urban,2,1,34,Male,2021,6,7,9,22,3
6874-001-01,55,552,Urban,4,2,51,Male,2021,6,7,5,23,3
6874-001-03,53,531,Urban,5,4,34,Male,2021,6,2,10,25,3
6875-001-01,55,552,Urban,2,1,57,Female,2021,6,11,1,19,3
6876-001-01,55,552,Urban,5,5,69,Male,2021,6,1,10,32,3
6876-001-03,55,552,Urban,5,4,22,Male,2021,6,3,9,NA,3
6877-001-01,55,552,Urban,2,1,34,Male,2021,6,10,10,24,3
6878-001-02,55,552,Urban,2,1,61,Female,2021,6,9,1,NA,3
6888-001-02,16,166,Rural,1,1,46,Female,2021,6,9,1,NA,3
6888-001-03,26,264,Rural,5,5,27,Male,2021,10,1,7,17,1
6890-001-01,52,521,Rural,4,4,59,Male,2021,5,3,1,18,2
6891-001-01,52,521,Rural,2,2,42,Female,2021,5,4,1,16,1
6892-001-01,52,521,Rural,3,3,71,Female,2021,5,3,1,NA,3
6893-001-01,17,176,Rural,2,3,63,Male,2021,9,3,1,18,2
6894-001-01,52,521,Rural,2,2,34,Male,2021,5,4,1,NA,3
6894-001-02,6,61,Rural,3,4,27,Male,2021,10,4,1,18,2
6895-001-01,52,521,Rural,2,3,57,Male,2021,5,8,16,17,1
6895-001-04,52,521,Rural,3,4,30,Male,2021,5,4,7,22,3
6897-001-01,52,521,Rural,2,2,57,Male,2021,5,15,10,18,2
6899-001-01,52,521,Rural,1,1,61,Female,2021,5,13,1,23,3
6899-001-08,52,521,Rural,4,4,23,Male,2021,5,3,1,22,3
6909-001-01,8,81,Rural,1,1,66,Male,2021,5,5,1,18,2
6909-001-03,8,81,Rural,1,1,26,Male,2021,5,3,1,22,3
6910-001-01,8,81,Rural,2,2,57,Male,2021,5,5,1,14,1
6911-001-01,8,81,Rural,2,3,79,Female,2021,5,3,1,NA,3
6911-001-02,8,81,Rural,1,1,51,Male,2021,5,5,1,12,1
6913-001-01,8,81,Rural,1,1,41,Male,2021,5,7,1,14,1
6915-001-01,8,81,Rural,2,2,81,Male,2021,5,4,1,NA,3
6916-001-01,8,81,Rural,2,2,67,Female,2021,5,2,1,NA,3
6919-001-01,8,81,Rural,4,4,55,Male,2021,5,5,1,NA,3
6928-001-01,8,86,Urban,1,1,52,Male,2021,5,5,1,18,2
6929-001-01,8,82,Rural,4,4,38,Male,2021,5,5,1,17,1
6930-001-01,8,86,Rural,4,5,68,Female,2021,5,4,1,NA,3
6931-001-01,8,86,Rural,4,4,62,Male,2021,5,3,2,18,2
6931-001-03,8,86,Rural,5,5,28,Male,2021,5,2,2,18,2
6931-001-04,8,82,Rural,4,4,40,Male,2021,5,3,10,15,1
6932-001-01,8,86,Rural,4,5,54,Male,2021,5,5,1,18,2
6933-001-01,8,82,Rural,1,1,49,Male,2021,5,6,1,NA,3
6934-001-01,8,82,Rural,4,5,80,Female,2021,5,2,11,NA,3
6934-001-02,8,86,Rural,5,5,23,Male,2021,5,2,NA,NA,3
6935-001-01,8,82,Rural,2,2,39,Male,2021,5,8,1,18,2
6935-001-02,8,82,Rural,2,2,45,Male,2021,5,4,1,18,2
6947-001-01,8,82,Rural,2,2,50,Male,2021,5,6,1,18,2
6948-001-01,8,82,Rural,1,1,70,Male,2021,5,3,1,15,1
6950-001-01,8,82,Rural,2,3,88,Male,2021,5,1,1,NA,3
6950-001-02,8,82,Rural,2,2,68,Female,2021,5,3,1,NA,3
6951-001-01,8,82,Rural,1,1,50,Male,2021,5,2,1,18,2
6952-001-01,8,82,Rural,2,2,40,Male,2021,5,6,1,18,2
6953-001-01,8,82,Rural,2,3,66,Male,2021,5,6,1,18,2
6954-001-02,8,82,Rural,1,1,53,Female,2021,5,5,1,18,2
6954-001-04,8,82,Rural,4,5,27,Male,2021,5,3,1,24,3
6966-001-01,8,83,Rural,5,5,48,Male,2021,8,1,1,18,2
6966-001-02,8,83,Rural,4,5,41,Female,2021,12,2,1,21,3
6966-001-03,8,83,Rural,5,5,25,Male,2021,8,3,14,NA,3
6967-001-01,8,83,Rural,2,3,48,Male,2021,8,4,1,18,2
6968-001-01,8,83,Rural,2,2,44,Male,2021,8,5,1,18,2
6969-001-01,8,83,Rural,3,3,48,Male,2021,8,4,1,18,2
6969-001-03,8,83,Rural,2,2,27,Male,2021,8,4,1,18,2
6970-001-01,8,83,Rural,3,4,44,Male,2021,8,5,1,18,2
6971-001-01,8,83,Rural,2,2,54,Male,2021,8,4,1,16,1
6972-001-01,8,83,Rural,2,3,30,Male,2021,8,4,1,23,3
6973-001-01,8,83,Rural,1,1,61,Male,2021,8,5,1,18,2
6986-001-01,8,85,Rural,4,4,67,Female,2021,8,2,1,13,1
6987-001-01,8,85,Rural,2,2,92,Female,2021,8,7,15,NA,3
6988-001-01,8,85,Rural,3,4,50,Male,2021,8,4,5,18,2
6989-001-03,8,85,Rural,2,3,31,Male,2021,8,2,1,15,1
6990-001-02,8,85,Rural,4,5,25,Male,2021,8,1,1,22,3
6991-001-01,8,85,Rural,3,3,74,Male,2021,8,7,16,15,1
6991-001-06,8,85,Rural,2,3,40,Male,2021,8,6,1,14,1
6992-001-01,8,85,Rural,2,3,39,Male,2021,8,7,1,18,2
6994-001-01,8,85,Rural,3,4,58,Female,2021,8,3,1,18,2
7005-001-01,8,86,Urban,4,3,34,Male,2021,8,5,5,24,3
7007-001-01,8,86,Urban,5,5,39,Male,2021,8,3,5,41,3
7012-001-01,8,86,Urban,3,2,62,Female,2021,8,2,10,18,2
7012-001-02,8,86,Urban,5,5,47,Male,2021,8,2,2,15,1
7023-001-01,21,211,Rural,5,5,54,Female,2021,7,6,1,NA,3
7023-001-02,7,72,Urban,4,3,33,Male,2021,12,3,7,24,3
7024-001-01,21,211,Rural,3,3,51,Male,2021,7,7,1,18,2
7025-001-01,21,211,Rural,3,4,42,Male,2021,7,5,1,18,2
7026-001-01,1,11,Rural,3,3,36,Female,2021,12,4,1,18,2
7026-001-04,1,11,Rural,2,2,28,Male,2021,12,7,1,24,3
7027-001-01,21,211,Rural,3,3,68,Male,2021,7,5,1,NA,3
7027-001-03,2,22,Rural,3,3,26,Male,2021,12,3,1,14,1
7027-001-06,21,216,Rural,4,5,38,Male,2021,7,4,1,18,2
7028-001-01,21,211,Rural,2,2,59,Male,2021,7,6,1,18,2
7028-001-04,3,36,Rural,4,4,29,Male,2021,12,3,10,24,3
7029-001-01,21,211,Rural,1,2,58,Male,2021,7,5,1,NA,3
7030-001-01,21,211,Rural,4,4,53,Male,2021,7,9,1,18,2
7030-001-03,21,216,Rural,5,5,25,Male,2021,7,1,7,41,3
7042-001-01,21,212,Rural,2,2,57,Female,2021,7,4,1,NA,3
7042-001-02,21,212,Rural,1,1,33,Male,2021,7,6,1,15,1
7043-001-01,21,212,Rural,1,1,56,Male,2021,7,11,1,NA,3
7043-001-02,21,212,Rural,5,5,20,Male,2021,7,1,7,22,3
7044-001-01,21,212,Rural,3,3,47,Male,2021,7,11,1,NA,3
7045-001-01,21,212,Rural,4,4,72,Male,2021,7,3,1,NA,3
7045-001-02,21,212,Rural,2,3,45,Male,2021,7,6,1,18,2
7045-001-03,21,212,Rural,2,2,30,Male,2021,7,7,1,18,2
7046-001-01,21,212,Rural,1,1,59,Male,2021,7,6,1,NA,3
7047-001-01,21,212,Rural,3,4,49,Male,2021,7,7,1,NA,3
7047-001-04,21,212,Rural,1,1,61,Male,2021,7,9,1,18,2
7048-001-01,21,212,Rural,1,1,40,Female,2021,7,4,1,NA,3
7049-001-01,21,212,Rural,3,3,59,Female,2021,7,4,1,NA,3
7049-001-02,21,212,Rural,4,5,33,Male,2021,7,5,1,18,2
7062-001-01,21,214,Rural,5,5,37,Male,2021,5,5,1,18,2
7063-001-01,21,214,Rural,4,4,40,Male,2021,5,4,7,15,1
7065-001-01,21,214,Rural,4,5,38,Male,2021,5,4,9,NA,3
7066-001-01,3,33,Rural,5,5,47,Male,2021,9,1,1,18,2
7068-001-01,21,214,Rural,4,5,37,Male,2021,5,3,10,18,2
7081-001-01,21,216,Urban,5,4,26,Male,2021,7,3,10,23,3
7082-001-02,21,216,Urban,4,4,29,Female,2021,7,3,9,24,3
7083-001-01,21,216,Urban,5,5,60,Male,2021,7,2,10,18,2
7083-001-02,21,216,Urban,5,5,35,Female,2021,7,2,10,24,3
7083-001-05,23,231,Urban,5,5,21,Male,2021,12,1,7,24,3
7084-001-01,21,216,Urban,5,5,44,Male,2021,7,4,6,25,3
7085-001-01,21,216,Urban,5,4,54,Male,2021,7,1,8,24,3
7086-001-01,21,216,Urban,5,4,36,Female,2021,7,2,7,24,3
7086-001-02,14,146,Urban,5,4,29,Female,2021,12,4,5,25,3
7087-001-01,21,216,Urban,4,3,53,Male,2021,7,2,1,18,2
7087-001-03,21,216,Urban,2,1,33,Male,2021,12,4,16,21,3
7099-001-01,20,202,Rural,1,1,46,Female,2021,9,6,1,NA,3
7100-001-01,20,202,Rural,1,2,55,Female,2021,9,4,1,NA,3
7102-001-01,20,202,Rural,2,3,29,Male,2021,9,3,1,18,2
7103-001-01,20,202,Rural,1,1,49,Male,2021,9,1,1,21,3
7105-001-02,20,202,Rural,5,5,53,Female,2021,9,3,1,23,3
7105-001-03,20,201,Rural,4,4,33,Male,2022,1,5,10,34,3
7106-001-01,20,202,Rural,2,3,46,Female,2021,9,5,1,NA,3
7106-001-03,20,202,Rural,1,1,48,Female,2021,9,10,1,18,2
7108-001-01,20,202,Rural,1,1,47,Female,2021,9,5,10,NA,3
7110-001-01,20,202,Rural,1,1,36,Male,2021,9,7,1,18,2
7118-001-01,20,203,Rural,1,2,39,Male,2021,9,11,1,18,2
7119-001-01,20,203,Rural,1,1,66,Male,2021,9,7,1,15,1
7119-001-04,20,203,Rural,1,2,81,Male,2021,9,5,1,15,1
7120-001-01,20,203,Rural,1,1,56,Male,2021,9,14,1,18,2
7121-001-01,20,203,Rural,1,1,48,Male,2021,9,9,1,18,2
7122-001-01,20,203,Rural,4,4,48,Male,2021,9,13,1,18,2
7122-001-06,20,203,Rural,3,4,27,Male,2021,9,5,1,22,3
7122-001-07,20,204,Rural,1,2,32,Male,2021,9,4,1,NA,3
7123-001-01,25,255,Rural,3,3,34,Male,2021,12,5,1,18,2
7124-001-01,20,203,Rural,1,1,47,Male,2021,9,9,1,18,2
7125-001-02,20,203,Rural,2,2,67,Female,2021,9,8,1,NA,3
7137-001-01,20,205,Urban,4,3,35,Male,2021,6,3,7,18,2
7139-001-01,20,205,Urban,4,4,43,Female,2021,6,3,7,18,2
7139-001-02,20,205,Urban,5,4,25,Male,2021,6,3,9,24,3
7140-001-01,20,205,Urban,5,4,37,Male,2021,6,4,10,18,2
7141-001-02,20,205,Urban,3,2,23,Male,2021,6,1,10,22,3
7142-001-01,20,205,Urban,4,2,57,Male,2021,6,2,10,18,2
7142-001-02,20,205,Urban,3,2,38,Male,2021,6,10,7,18,2
7143-001-01,20,205,Urban,2,1,40,Male,2021,6,8,10,18,2
7147-001-01,20,205,Urban,5,5,39,Male,2021,6,4,10,18,2
7156-001-01,20,206,Rural,1,1,67,Male,2021,9,10,1,18,2
7156-001-07,20,206,Rural,2,2,34,Male,2021,9,5,1,14,1
7157-001-01,20,206,Rural,2,3,69,Male,2021,9,3,1,18,2
7158-001-02,19,196,Rural,4,4,28,Male,2021,12,4,7,25,3
7159-001-01,20,206,Rural,1,2,60,Female,2021,9,3,1,18,2
7161-001-01,20,206,Rural,1,1,59,Male,2021,9,5,1,18,2
7162-001-01,20,206,Rural,1,1,64,Male,2021,9,9,1,NA,3
7163-001-01,20,206,Rural,5,5,44,Female,2021,9,3,10,18,2
7166-001-01,20,206,Rural,3,4,54,Male,2021,9,3,1,NA,3
7166-001-03,20,206,Rural,4,5,69,Male,2021,9,3,1,18,2
7175-001-01,20,207,Urban,5,4,39,Male,2021,6,6,7,24,3
7177-001-01,20,207,Rural,5,5,51,Female,2021,6,1,10,18,2
7178-001-01,20,207,Rural,1,2,52,Male,2021,6,6,16,18,2
7179-001-01,20,206,Rural,3,4,34,Male,2022,1,5,3,18,2
7182-001-01,20,207,Rural,2,2,52,Female,2021,6,7,9,18,2
7185-001-01,20,207,Rural,5,5,50,Female,2021,6,9,1,18,2
7185-001-02,20,207,Rural,3,4,45,Male,2021,6,5,2,18,2
7194-001-02,12,122,Rural,4,4,36,Female,2021,5,3,1,18,2
7195-001-01,12,122,Rural,4,4,42,Male,2021,5,6,1,18,2
7196-001-01,12,128,Rural,4,5,34,Male,2021,5,4,1,23,3
7197-001-01,7,74,Urban,5,5,26,Male,2021,10,1,7,24,3
7198-001-01,12,122,Rural,4,4,33,Male,2021,5,8,7,23,3
7200-001-01,12,122,Rural,1,2,54,Female,2021,5,4,1,18,2
7201-001-01,12,122,Rural,3,3,59,Female,2021,5,2,1,NA,3
7214-001-01,12,124,Rural,3,3,57,Female,2021,5,1,1,NA,3
7215-001-01,12,124,Rural,4,5,71,Female,2021,5,2,1,NA,3
7217-001-01,12,124,Rural,1,1,41,Female,2021,5,5,1,15,1
7218-001-01,12,124,Rural,4,4,41,Male,2021,5,4,1,18,2
7219-001-01,12,124,Rural,4,4,60,Female,2021,5,3,1,18,2
7220-001-01,12,124,Rural,3,3,73,Female,2021,5,7,1,13,1
7232-001-01,12,263,Rural,1,1,41,Female,2021,7,8,1,14,1
7233-001-02,12,263,Rural,3,3,62,Female,2021,7,1,1,NA,3
7234-001-01,12,263,Rural,4,5,85,Female,2021,7,1,1,NA,3
7235-001-01,12,261,Rural,3,4,78,Male,2021,7,3,1,NA,3
7236-001-01,26,263,Rural,1,1,46,Female,2021,7,4,1,18,2
7237-001-01,12,263,Rural,2,3,77,Male,2021,7,4,1,15,1
7238-001-01,12,263,Rural,3,4,62,Male,2021,7,6,1,NA,3
7239-001-01,12,263,Rural,1,2,33,Male,2021,7,7,1,18,2
7251-001-01,12,262,Rural,2,3,53,Female,2021,7,3,1,NA,3
7251-001-02,26,262,Rural,2,2,20,Male,2021,7,3,1,18,2
7252-001-01,26,262,Rural,3,3,46,Male,2021,7,12,1,18,2
7252-001-03,7,73,Urban,4,3,29,Male,2021,10,3,10,24,3
7252-001-09,26,262,Rural,3,3,27,Male,2021,7,3,1,18,2
7252-001-13,26,262,Rural,4,4,30,Male,2021,7,3,1,22,3
7252-001-15,26,262,Rural,2,2,22,Male,2021,7,3,1,18,2
7252-001-18,15,154,Rural,2,2,28,Male,2021,9,3,1,18,2
7253-001-01,12,262,Rural,4,4,54,Male,2021,7,3,1,18,2
7254-001-01,26,262,Rural,2,3,39,Female,2021,7,5,1,14,1
7254-001-02,26,262,Rural,3,3,29,Male,2021,7,4,1,18,2
7255-001-01,12,262,Rural,1,2,48,Female,2021,7,5,1,18,2
7255-001-02,26,262,Rural,4,4,28,Male,2021,7,3,1,24,3
7256-001-01,12,122,Rural,2,2,49,Male,2021,7,6,1,13,1
7257-001-01,26,262,Rural,4,4,67,Male,2021,7,4,11,13,1
7257-001-03,26,262,Rural,5,5,31,Male,2021,8,4,1,18,2
7258-001-01,12,127,Rural,2,3,41,Male,2021,7,6,1,NA,3
7270-001-01,12,127,Rural,5,5,34,Male,2021,8,1,5,25,3
7271-001-01,12,127,Rural,1,1,53,Female,2021,8,6,1,NA,3
7271-001-02,12,127,Rural,4,4,28,Male,2021,8,1,1,NA,3
7271-001-03,12,127,Rural,5,5,21,Male,2021,8,2,7,18,2
7272-001-01,12,127,Rural,3,3,44,Male,2021,8,8,1,18,2
7273-001-01,12,127,Rural,2,3,44,Male,2021,8,7,1,18,2
7274-001-01,12,127,Rural,1,2,48,Male,2021,8,5,1,18,2
7274-001-03,12,127,Rural,2,2,21,Male,2021,8,3,1,18,2
7275-001-01,12,127,Rural,1,1,55,Male,2021,8,7,1,NA,3
7276-001-01,12,127,Rural,2,2,44,Female,2021,8,8,1,18,2
7277-001-01,12,127,Rural,2,2,62,Male,2021,8,5,1,13,1
7277-001-03,12,127,Rural,3,3,30,Male,2021,8,9,1,15,1
7289-001-01,12,127,Urban,4,3,66,Female,2021,8,6,1,18,2
7289-001-02,12,127,Urban,2,1,22,Male,2021,8,4,1,18,2
7290-001-01,12,127,Urban,2,1,51,Male,2021,8,7,1,18,2
7291-001-01,12,127,Rural,1,1,48,Male,2021,8,4,1,NA,3
7293-001-01,12,127,Urban,5,4,59,Male,2021,8,11,1,15,1
7293-001-07,12,127,Urban,4,2,63,Male,2021,12,16,NA,NA,3
7294-001-01,12,127,Urban,4,4,44,Male,2021,12,4,1,NA,3
7295-001-01,12,127,Urban,3,2,26,Female,2021,8,5,1,NA,3
7296-001-01,12,127,Urban,1,1,70,Female,2022,1,8,1,NA,3
7308-001-01,53,531,Urban,4,2,53,Male,2021,7,7,10,23,3
7309-001-01,53,531,Urban,4,3,57,Male,2021,7,10,5,43,3
7310-001-01,53,531,Urban,3,2,57,Male,2021,7,12,5,23,3
7310-001-07,53,532,Urban,5,4,27,Male,2021,7,5,9,34,3
7311-001-01,53,531,Urban,5,4,59,Male,2021,7,9,NA,NA,3
7311-001-03,53,531,Urban,4,3,28,Male,2021,7,4,9,24,3
7312-001-01,53,531,Urban,3,1,43,Male,2021,7,10,9,16,1
7313-001-01,53,531,Urban,3,2,68,Female,2021,7,8,10,17,1
7313-001-03,53,532,Urban,3,1,36,Male,2021,7,5,9,18,2
7314-001-01,53,531,Urban,2,1,43,Male,2021,7,7,5,23,3
7315-001-02,53,531,Urban,2,1,58,Female,2021,7,6,11,17,1
7315-001-03,53,531,Urban,5,4,36,Male,2021,12,4,7,NA,3
7315-001-07,53,531,Urban,5,5,33,Male,2021,12,3,10,22,3
7327-001-01,53,531,Urban,4,3,55,Male,2021,3,7,10,17,1
7329-001-01,53,531,Rural,3,3,40,Male,2021,3,5,5,22,3
7329-001-06,53,531,Rural,2,2,28,Male,2021,3,1,10,18,2
7331-001-01,53,531,Urban,1,1,63,Male,2021,3,6,2,24,3
7332-001-01,53,531,Urban,5,4,66,Female,2021,3,2,10,13,1
7332-001-04,53,531,Rural,4,5,36,Male,2021,3,5,5,24,3
7333-001-01,53,531,Urban,4,3,41,Male,2021,3,6,5,43,3
7335-001-01,53,531,Urban,3,2,49,Male,2021,3,8,6,NA,3
7335-001-03,53,531,Rural,3,4,25,Male,2021,3,2,10,21,3
7335-001-05,53,531,Rural,3,4,23,Male,2021,3,3,7,22,3
7336-001-01,53,531,Rural,4,4,64,Female,2021,3,10,10,NA,3
7338-001-01,53,531,Urban,2,1,46,Male,2021,3,6,1,16,1
7338-001-03,51,512,Rural,2,3,36,Male,2021,4,3,2,18,2
7338-001-04,51,512,Rural,4,4,28,Male,2021,4,2,1,22,3
7338-001-05,51,511,Rural,4,5,27,Male,2021,4,2,7,25,3
7346-001-01,53,531,Urban,3,1,54,Male,2021,8,11,9,23,3
7346-001-05,53,531,Urban,4,3,24,Male,2021,8,2,10,24,3
7347-001-01,53,531,Urban,5,4,42,Male,2021,8,6,5,45,3
7347-001-03,53,531,Urban,3,2,40,Male,2021,8,4,9,22,3
7348-001-01,53,531,Urban,3,2,43,Female,2021,8,5,11,22,3
7348-001-02,53,531,Urban,4,3,33,Male,2021,8,5,5,34,3
7351-001-01,53,531,Urban,5,5,35,Male,2021,8,1,10,18,2
7351-001-02,53,531,Urban,5,4,25,Female,2021,12,2,7,22,3
7352-001-01,53,531,Urban,3,2,52,Male,2021,8,5,5,24,3
7353-001-01,53,531,Urban,3,2,47,Male,2021,8,5,16,22,3
7356-001-01,53,531,Urban,4,3,62,Male,2021,8,5,16,24,3
7357-001-01,53,531,Urban,2,1,50,Male,2021,8,5,5,43,3
7365-001-01,53,531,Rural,2,3,37,Male,2021,5,6,1,18,2
7366-001-01,53,531,Rural,2,2,56,Male,2021,5,4,1,16,1
7367-001-01,53,531,Rural,3,3,46,Male,2021,5,6,1,18,2
7368-001-01,53,531,Rural,4,5,57,Male,2021,5,5,5,25,3
7368-001-03,53,531,Rural,5,5,31,Male,2021,5,3,5,22,3
7368-001-04,53,531,Rural,5,5,28,Male,2021,5,3,5,24,3
7369-001-01,53,531,Rural,4,5,51,Male,2021,5,7,5,24,3
7370-001-01,53,531,Rural,2,2,43,Female,2021,5,5,1,22,3
7371-001-01,53,531,Rural,4,4,38,Male,2021,5,2,9,18,2
7372-001-01,53,531,Rural,4,5,37,Male,2021,5,4,9,22,3
7372-001-02,53,531,Rural,5,5,24,Male,2021,5,3,9,24,3
7384-001-01,53,531,Urban,4,3,42,Male,2021,8,3,9,NA,3
7386-001-01,53,531,Urban,2,1,53,Male,2021,8,6,9,23,3
7387-001-01,53,531,Urban,4,3,51,Male,2021,8,3,10,21,3
7389-001-01,53,531,Urban,3,2,50,Male,2021,8,5,5,24,3
7389-001-03,53,531,Urban,3,2,28,Male,2021,8,4,13,22,3
7390-001-01,53,531,Urban,3,1,56,Male,2021,8,7,9,16,1
7391-001-01,53,531,Urban,4,3,38,Male,2021,8,5,10,17,1
7391-001-03,53,531,Urban,5,5,26,Male,2021,8,4,10,43,3
7394-001-01,53,531,Urban,2,1,58,Female,2021,8,12,7,NA,3
7395-001-01,53,531,Urban,4,3,55,Male,2021,8,5,7,16,1
7395-001-04,53,531,Urban,5,4,33,Male,2021,9,3,9,22,3
7403-001-03,53,531,Urban,1,1,41,Male,2021,6,9,1,17,1
7403-001-04,53,531,Urban,4,3,34,Male,2021,5,8,7,23,3
7404-001-01,53,531,Urban,3,2,48,Male,2021,5,11,9,18,2
7405-001-01,53,531,Urban,3,2,40,Male,2021,5,7,9,22,3
7406-001-01,53,531,Urban,1,1,48,Male,2021,5,10,5,24,3
7408-001-01,53,531,Urban,3,1,52,Male,2021,5,9,9,13,1
7408-001-04,53,531,Urban,4,2,46,Male,2021,5,5,10,22,3
7409-001-01,53,531,Urban,3,1,46,Male,2021,5,8,10,14,1
7410-001-01,53,531,Urban,2,1,57,Male,2021,5,10,10,24,3
7411-001-01,53,531,Urban,4,3,76,Female,2021,5,3,11,NA,3
7411-001-03,53,531,Urban,4,3,30,Male,2021,5,4,9,22,3
7422-001-01,53,531,Urban,4,2,43,Male,2021,3,6,10,17,1
7423-001-01,53,531,Urban,5,4,64,Male,2021,3,6,16,NA,3
7423-001-03,53,531,Urban,4,3,46,Male,2021,4,5,5,43,3
7424-001-02,53,532,Urban,5,5,40,Male,2021,3,5,5,45,3
7425-001-01,53,531,Urban,4,3,28,Male,2021,3,1,9,21,3
7425-001-02,53,531,Urban,4,3,38,Male,2021,4,3,10,22,3
7426-001-02,53,531,Urban,4,3,61,Female,2021,3,4,16,23,3
7427-001-01,53,531,Urban,3,2,36,Male,2021,3,7,7,16,1
7428-001-01,53,531,Urban,3,2,49,Female,2021,3,7,10,NA,3
7428-001-02,53,531,Urban,5,4,29,Male,2021,4,2,9,18,2
