hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
6039-001-01,11,114,Rural,5,5,71,Female,2021,3,4,15,NA,3
6040-001-01,11,114,Rural,1,1,75,Male,2021,3,4,1,NA,3
6042-001-01,11,114,Rural,5,5,61,Male,2021,3,4,1,18,2
6042-001-03,11,114,Rural,1,2,22,Male,2021,3,2,1,16,1
6054-001-01,11,115,Urban,4,3,43,Female,2021,7,3,10,18,2
6055-001-01,11,115,Urban,4,2,36,Female,2021,7,5,7,18,2
6056-001-01,11,115,Urban,4,3,31,Male,2021,7,5,10,22,3
6057-001-01,11,112,Urban,4,2,45,Female,2021,7,3,10,22,3
6058-001-01,11,115,Urban,3,2,40,Male,2021,7,6,7,18,2
6059-001-01,11,115,Urban,4,4,36,Female,2021,9,4,7,18,2
6060-001-01,11,115,Urban,5,5,32,Male,2021,7,4,10,24,3
6061-001-02,11,115,Urban,5,4,35,Male,2021,7,6,7,24,3
6074-001-01,18,181,Rural,2,2,38,Male,2021,5,7,1,NA,3
6075-001-01,18,181,Rural,1,2,63,Male,2021,5,8,1,16,1
6076-001-01,18,181,Rural,3,4,29,Male,2021,5,5,1,18,2
6077-001-01,18,181,Rural,4,4,40,Male,2021,5,7,1,13,1
6078-001-01,18,181,Rural,4,4,53,Male,2021,5,8,1,14,1
6080-001-01,18,181,Rural,1,1,52,Male,2021,5,4,1,17,1
6081-001-01,18,181,Rural,3,4,73,Male,2021,5,6,1,15,1
6092-001-01,18,182,Rural,5,5,51,Female,2021,3,3,1,18,2
6093-001-01,18,182,Rural,5,5,72,Female,2021,3,2,1,15,1
6094-001-01,18,182,Rural,1,2,71,Female,2021,3,3,15,14,1
6094-001-02,18,182,Rural,3,3,25,Male,2021,3,3,1,18,2
6095-001-01,18,182,Rural,2,3,66,Male,2021,3,7,1,24,3
6096-001-01,18,182,Rural,1,2,60,Female,2021,3,4,NA,NA,3
6097-001-01,18,182,Rural,3,4,86,Female,2021,3,2,15,NA,3
6098-001-01,18,182,Rural,1,1,40,Male,2021,3,6,1,18,2
6099-001-01,18,182,Rural,3,3,64,Female,2021,3,3,1,18,2
6111-001-02,18,182,Rural,4,4,69,Female,2021,8,2,1,15,1
6112-001-01,18,182,Rural,1,1,48,Male,2021,8,10,1,18,2
6113-001-01,18,182,Rural,2,2,42,Female,2021,8,3,1,18,2
6114-001-01,18,182,Rural,5,5,36,Male,2021,8,3,1,NA,3
6115-001-01,18,182,Rural,4,5,66,Female,2021,8,5,1,18,2
6116-001-01,18,182,Rural,1,1,53,Female,2021,8,8,1,18,2
6117-001-01,18,182,Rural,1,1,46,Male,2021,8,7,1,18,2
6118-001-01,18,182,Rural,1,2,58,Female,2021,8,5,1,NA,3
6130-001-01,18,183,Rural,2,2,35,Male,2021,7,7,1,15,1
6131-001-01,18,183,Rural,3,3,41,Male,2021,7,9,1,18,2
6132-001-01,19,197,Rural,2,2,39,Male,2021,9,9,1,NA,3
6133-001-01,18,183,Rural,2,3,33,Male,2021,9,6,1,14,1
6134-001-01,18,183,Rural,1,1,36,Male,2021,7,4,7,13,1
6135-001-01,18,183,Rural,3,4,49,Male,2021,7,1,1,15,1
6136-001-01,18,183,Rural,5,5,48,Male,2021,7,4,1,18,2
6137-001-01,18,183,Rural,1,1,44,Male,2021,10,18,1,18,2
6149-001-03,18,183,Urban,5,5,63,Male,2021,7,3,1,33,3
6150-001-02,18,183,Rural,5,5,32,Female,2021,10,1,10,25,3
6151-001-01,18,183,Rural,1,1,73,Female,2021,7,3,1,NA,3
6152-001-01,18,183,Rural,4,5,78,Male,2021,7,7,1,19,3
6153-001-01,18,183,Rural,4,4,47,Male,2021,7,7,9,24,3
6154-001-01,18,183,Rural,3,3,35,Male,2021,7,3,7,18,2
6155-001-01,18,183,Rural,4,4,65,Male,2021,7,5,1,21,3
6155-001-03,18,186,Rural,4,5,33,Male,2021,12,2,10,18,2
6156-001-01,18,183,Rural,2,2,65,Female,2021,7,7,1,NA,3
6170-001-01,25,251,Rural,1,1,28,Male,2021,12,6,7,18,2
6171-001-01,18,184,Rural,2,3,56,Female,2021,8,3,1,18,2
6171-001-03,18,184,Rural,2,3,29,Male,2021,8,4,10,16,1
6172-001-01,18,184,Rural,3,4,76,Male,2021,8,2,1,15,1
6172-001-05,19,194,Rural,3,3,27,Female,2021,12,6,7,14,1
6172-001-06,19,194,Rural,1,1,43,Male,2022,1,9,7,NA,3
6173-001-01,18,184,Rural,1,1,29,Male,2021,8,5,1,15,1
6174-001-01,18,184,Rural,1,1,39,Male,2021,8,7,1,13,1
6175-001-01,18,184,Rural,1,1,50,Male,2021,8,10,7,NA,3
6187-001-01,18,185,Rural,2,2,36,Male,2021,8,8,1,NA,3
6188-001-01,18,185,Rural,1,1,66,Male,2021,8,10,1,NA,3
6188-001-03,18,184,Rural,3,4,29,Male,2021,8,6,10,18,2
6188-001-05,18,185,Rural,2,2,21,Male,2021,8,2,1,14,1
6189-001-02,18,185,Rural,1,1,31,Male,2021,8,3,1,16,1
6191-001-01,18,185,Rural,4,4,52,Male,2021,8,1,7,NA,3
6193-001-01,18,185,Rural,1,1,66,Female,2021,8,6,1,NA,3
6194-001-01,18,185,Rural,1,1,38,Male,2021,8,9,1,12,1
6195-001-01,18,185,Rural,3,3,31,Male,2021,8,7,1,NA,3
6206-001-01,18,185,Rural,3,3,67,Male,2021,8,2,1,14,1
6207-001-01,18,185,Rural,1,1,43,Female,2021,8,3,1,NA,3
6208-001-01,18,185,Rural,3,3,44,Male,2021,8,7,1,18,2
6209-001-01,18,185,Rural,2,2,44,Male,2021,8,6,7,NA,3
6210-001-01,18,185,Rural,3,3,71,Male,2021,10,3,1,15,1
6210-001-03,18,185,Rural,3,3,26,Male,2021,10,4,10,15,1
6210-001-04,18,185,Rural,2,2,28,Male,2021,10,4,1,18,2
6211-001-01,18,185,Rural,1,1,65,Female,2021,8,3,1,NA,3
6212-001-02,18,185,Rural,1,1,67,Female,2021,8,3,1,NA,3
6213-001-01,18,185,Rural,5,5,50,Male,2021,8,4,10,23,3
6225-001-01,18,186,Urban,5,4,57,Male,2021,3,4,7,45,3
6227-001-01,18,186,Urban,5,5,65,Male,2021,3,4,1,43,3
6227-001-03,18,186,Urban,5,4,29,Male,2021,3,1,10,44,3
6227-001-07,7,71,Urban,4,3,29,Male,2022,1,5,7,18,2
6228-001-01,18,186,Urban,2,1,41,Male,2021,3,6,7,18,2
6229-001-01,18,186,Urban,2,1,46,Male,2021,3,5,10,18,2
6230-001-01,18,186,Urban,5,5,38,Male,2021,3,4,5,45,3
6231-001-01,18,186,Urban,1,1,48,Male,2021,3,11,10,18,2
6232-001-02,18,186,Urban,5,4,41,Male,2021,3,5,9,2,1
6244-001-01,18,188,Rural,4,4,39,Male,2021,5,5,1,18,2
6245-001-01,18,188,Rural,4,4,45,Male,2021,5,7,1,18,2
6246-001-01,18,188,Rural,1,2,45,Male,2021,5,3,1,18,2
6247-001-01,18,188,Rural,2,3,36,Male,2021,5,7,1,18,2
6248-001-01,18,188,Rural,3,3,48,Male,2021,5,8,10,18,2
6249-001-01,18,188,Rural,5,5,43,Male,2021,5,1,1,NA,3
6250-001-01,18,188,Rural,1,2,53,Male,2021,5,5,1,18,2
6250-001-03,18,188,Rural,3,3,22,Male,2021,5,3,7,18,2
6251-001-01,18,188,Rural,5,5,72,Female,2021,5,2,1,15,1
6251-001-02,17,175,Rural,5,5,50,Male,2021,10,6,5,45,3
6263-001-01,18,188,Rural,4,5,52,Male,2021,5,6,1,18,2
6264-001-01,18,188,Rural,3,3,46,Male,2021,5,4,1,NA,3
6264-001-02,18,188,Rural,5,5,41,Female,2021,5,1,10,18,2
6264-001-03,18,188,Rural,3,4,23,Male,2021,5,3,7,18,2
6264-001-04,18,188,Rural,1,2,21,Female,2021,5,2,1,18,2
6265-001-01,18,188,Rural,3,4,36,Male,2021,5,6,10,18,2
6266-001-01,18,188,Rural,3,4,47,Male,2021,5,7,7,18,2
6267-001-01,18,188,Rural,3,3,28,Male,2021,5,4,1,15,1
6268-001-01,18,188,Rural,4,5,35,Male,2021,5,6,1,18,2
6269-001-01,18,188,Rural,5,5,48,Male,2021,5,3,1,18,2
6270-001-01,18,188,Rural,2,3,65,Male,2021,5,4,1,15,1
6283-001-01,54,541,Urban,4,3,86,Male,2021,7,1,15,15,1
6284-001-02,54,541,Urban,5,5,68,Female,2021,7,2,NA,NA,3
6285-001-01,54,541,Urban,2,1,76,Female,2021,7,7,15,NA,3
6286-001-01,54,541,Urban,5,4,48,Female,2021,7,3,7,23,3
6287-001-01,54,541,Urban,4,2,40,Male,2021,7,4,9,24,3
6288-001-01,54,541,Urban,2,1,67,Female,2021,7,13,11,19,3
6288-001-03,53,531,Urban,5,4,40,Male,2021,7,2,10,23,3
6289-001-01,54,541,Urban,3,2,58,Female,2021,7,7,9,15,1
6289-001-02,53,531,Urban,3,2,32,Male,2021,8,6,4,17,1
6290-001-01,54,541,Urban,1,1,76,Male,2021,7,1,15,19,3
6301-001-02,55,551,Rural,2,2,41,Female,2021,7,5,1,NA,3
6301-001-04,53,531,Rural,4,4,32,Male,2021,7,3,9,21,3
6301-001-07,54,542,Rural,4,4,27,Male,2021,7,3,2,13,1
6302-001-01,55,551,Rural,3,4,48,Male,2021,7,9,10,16,1
6302-001-03,55,551,Rural,3,4,41,Male,2021,7,7,10,22,3
6302-001-06,54,541,Rural,2,3,41,Male,2021,7,6,9,21,3
6302-001-19,53,531,Rural,4,5,40,Male,2021,8,4,5,21,3
6303-001-01,55,551,Rural,2,2,66,Male,2021,7,4,1,15,1
6304-001-01,55,551,Rural,3,3,26,Male,2021,7,3,9,15,1
6304-001-03,53,531,Rural,4,4,60,Male,2021,7,5,7,13,1
6305-001-01,55,551,Rural,1,2,51,Female,2021,7,5,1,23,3
6305-001-04,55,552,Rural,3,4,54,Female,2021,7,7,5,24,3
6306-001-01,55,551,Rural,2,3,44,Female,2021,7,4,1,NA,3
6307-001-01,55,551,Rural,4,4,54,Male,2021,7,7,1,22,3
6308-001-01,55,551,Rural,2,2,46,Male,2021,7,9,1,15,1
6320-001-01,54,541,Urban,1,1,49,Male,2021,7,10,1,22,3
6320-001-03,54,541,Urban,3,1,21,Male,2021,7,3,9,15,1
6321-001-01,54,541,Urban,3,2,54,Male,2021,7,1,10,NA,3
6321-001-02,54,541,Urban,1,1,40,Male,2021,7,11,7,22,3
6322-001-01,54,541,Urban,2,1,56,Male,2021,7,7,5,23,3
6323-001-01,54,541,Urban,4,2,71,Female,2021,7,1,16,NA,3
6324-001-01,54,541,Urban,1,1,39,Female,2021,7,7,1,22,3
6325-001-01,54,541,Urban,3,2,73,Male,2021,7,2,1,NA,3
6326-001-01,54,541,Urban,2,1,43,Male,2021,7,9,1,18,2
6328-001-01,54,541,Urban,2,1,39,Male,2021,7,7,7,24,3
6339-001-01,54,542,Rural,1,1,66,Female,2021,7,2,15,NA,3
6340-001-01,54,542,Rural,2,3,39,Male,2021,7,8,2,17,1
6340-001-02,54,542,Rural,2,2,26,Female,2021,7,4,13,NA,3
6341-001-01,54,542,Rural,3,4,81,Male,2021,7,3,2,NA,3
6341-001-04,54,542,Rural,2,3,30,Male,2021,7,4,2,15,1
6341-001-05,54,542,Rural,3,4,36,Male,2021,7,5,10,15,1
6342-001-01,54,542,Rural,3,4,74,Female,2021,7,1,16,NA,3
6343-001-01,54,542,Rural,3,3,55,Male,2021,7,10,2,NA,3
6344-001-01,54,542,Rural,1,1,45,Male,2021,7,12,1,16,1
6345-001-01,54,542,Rural,3,3,72,Female,2021,7,10,15,NA,3
6346-001-01,54,542,Rural,2,3,48,Male,2021,7,3,1,14,1
6358-001-01,51,511,Rural,4,5,77,Male,2021,5,4,1,NA,3
6358-001-03,51,511,Rural,4,4,25,Male,2021,5,2,10,18,2
6359-001-01,51,511,Rural,2,3,48,Male,2021,5,5,5,43,3
6360-001-01,51,511,Rural,2,3,58,Male,2021,5,6,2,24,3
6361-001-01,51,511,Urban,2,1,28,Male,2021,5,8,1,22,3
6364-001-01,51,511,Rural,4,4,67,Male,2021,5,8,1,18,2
6365-001-01,51,511,Rural,2,2,47,Male,2021,5,7,1,18,2
6366-001-01,51,511,Rural,3,4,56,Male,2021,5,6,1,22,3
6368-001-01,51,511,Rural,3,3,66,Male,2021,5,9,1,34,3
6377-001-01,51,512,Rural,1,1,41,Male,2021,8,8,2,NA,3
6378-001-01,51,512,Rural,3,3,59,Male,2021,8,4,2,16,1
6379-001-02,51,512,Rural,2,2,65,Female,2021,8,3,1,NA,3
6379-001-03,51,512,Rural,3,3,31,Male,2021,8,3,2,15,1
6379-001-06,51,512,Rural,3,4,30,Male,2021,8,3,2,NA,3
6380-001-01,51,512,Rural,3,3,65,Male,2021,8,4,2,NA,3
6381-001-01,51,512,Rural,2,2,56,Male,2021,8,7,2,NA,3
6382-001-02,51,512,Rural,1,2,61,Female,2021,8,4,1,NA,3
6382-001-04,51,512,Rural,3,4,36,Male,2021,8,2,2,16,1
6383-001-01,51,512,Rural,2,2,39,Male,2021,8,5,1,22,3
6384-001-01,51,512,Rural,1,1,56,Male,2021,8,9,10,18,2
6396-001-01,51,512,Urban,1,1,55,Male,2021,8,7,1,22,3
6396-001-07,51,511,Urban,3,1,67,Male,2021,8,6,2,18,2
6397-001-01,51,512,Urban,4,3,76,Female,2021,8,4,15,NA,3
6397-001-05,51,512,Urban,5,4,24,Male,2021,8,2,8,22,3
6398-001-01,51,512,Urban,2,1,45,Female,2021,8,7,5,22,3
6399-001-01,51,512,Urban,3,2,63,Female,2021,8,8,1,NA,3
6399-001-03,51,511,Urban,4,3,41,Male,2021,8,5,5,18,2
6400-001-01,51,512,Urban,3,2,57,Female,2021,8,3,10,23,3
6402-001-01,51,512,Urban,3,2,35,Male,2021,8,5,10,22,3
6403-001-01,14,141,Urban,3,2,52,Female,2021,12,2,1,18,2
6403-001-02,51,512,Urban,4,2,40,Male,2021,8,5,10,24,3
6403-001-03,51,512,Urban,4,3,34,Male,2021,8,4,10,24,3
6415-001-01,23,231,Urban,3,1,41,Male,2021,6,7,1,NA,3
6416-001-01,23,232,Rural,1,2,50,Female,2021,6,8,1,NA,3
6417-001-01,23,232,Rural,1,1,61,Female,2021,6,3,1,NA,3
6418-001-01,23,232,Rural,5,5,66,Female,2021,9,2,1,NA,3
6419-001-01,23,232,Rural,5,5,36,Male,2021,6,6,1,18,2
6420-001-01,19,197,Rural,1,2,56,Male,2021,9,15,1,NA,3
6420-001-04,19,197,Rural,2,2,45,Female,2021,12,13,1,18,2
6420-001-07,19,197,Rural,3,4,37,Male,2021,12,5,1,22,3
6421-001-01,23,232,Rural,1,1,53,Male,2021,6,5,1,14,1
6422-001-01,23,232,Rural,3,3,62,Male,2021,6,5,1,16,1
6422-001-03,23,232,Rural,4,4,24,Male,2021,6,1,7,25,3
6422-001-07,23,231,Rural,3,4,23,Male,2021,6,3,7,NA,3
6434-001-01,23,232,Urban,5,5,34,Male,2021,9,1,5,24,3
6435-001-01,23,232,Urban,1,1,30,Male,2021,6,4,10,24,3
6436-001-01,23,232,Urban,3,1,54,Male,2021,6,5,1,18,2
6439-001-01,23,232,Urban,4,3,53,Male,2021,6,4,1,16,1
6440-001-01,19,193,Urban,4,3,34,Male,2021,9,2,10,24,3
6441-001-01,23,232,Urban,5,4,28,Male,2021,6,6,9,22,3
6454-001-01,23,233,Rural,1,1,52,Male,2021,3,5,1,NA,3
6454-001-03,23,233,Rural,2,2,31,Male,2021,3,5,1,NA,3
6454-001-04,23,233,Rural,1,1,27,Male,2021,3,8,1,NA,3
6455-001-01,23,233,Rural,1,1,48,Male,2021,3,11,1,17,1
6455-001-03,23,233,Rural,1,1,29,Male,2021,3,4,1,15,1
6455-001-14,23,233,Rural,1,1,54,Male,2021,3,7,1,16,1
6456-001-01,23,233,Rural,1,1,35,Male,2021,3,8,1,NA,3
6457-001-01,23,233,Rural,1,1,27,Male,2021,3,8,1,NA,3
6458-001-01,14,143,Rural,1,1,31,Male,2021,9,7,1,NA,3
6459-001-01,23,233,Rural,1,2,34,Male,2021,3,6,1,NA,3
6461-001-01,23,233,Rural,1,1,62,Male,2021,3,10,1,17,1
6464-001-01,23,233,Rural,2,2,57,Male,2021,3,5,1,15,1
6472-001-01,23,233,Rural,2,2,36,Male,2021,5,4,1,NA,3
6473-001-01,23,233,Rural,1,1,45,Female,2021,5,6,1,16,1
6473-001-02,23,233,Rural,2,3,26,Female,2021,5,2,1,16,1
6473-001-03,23,233,Rural,2,3,21,Female,2021,5,3,1,NA,3
6474-001-01,23,233,Rural,2,2,45,Male,2021,5,6,10,18,2
6476-001-01,23,233,Rural,3,4,46,Male,2021,5,7,1,15,1
6477-001-01,23,233,Rural,1,1,56,Male,2021,5,5,1,18,2
6478-001-01,23,233,Rural,2,2,43,Male,2021,5,8,1,18,2
6478-001-03,23,233,Rural,3,4,38,Male,2021,5,4,1,18,2
6479-001-01,23,233,Rural,2,2,52,Male,2021,5,10,1,18,2
6479-001-03,23,233,Rural,3,3,26,Male,2021,5,5,1,18,2
6479-001-04,23,233,Rural,5,5,22,Male,2021,5,1,7,16,1
6483-001-01,23,233,Rural,4,5,40,Male,2021,5,8,1,15,1
6483-001-03,23,233,Rural,3,4,25,Male,2021,5,3,1,18,2
6491-001-01,16,161,Rural,1,1,38,Male,2021,6,3,1,NA,3
6492-001-01,16,161,Rural,1,1,48,Male,2021,6,6,1,18,2
6492-001-03,16,161,Rural,2,3,25,Male,2021,6,3,10,15,1
6492-001-04,16,161,Rural,1,1,18,Male,2021,6,3,1,16,1
6493-001-01,16,161,Rural,1,2,30,Male,2021,6,5,1,14,1
6494-001-01,16,161,Rural,3,4,48,Female,2021,6,2,10,18,2
6494-001-02,16,161,Rural,3,4,30,Male,2021,6,4,10,22,3
6495-001-01,16,164,Rural,5,5,33,Male,2021,9,5,5,25,3
6496-001-01,16,161,Rural,2,2,32,Male,2021,6,5,1,22,3
6497-001-01,16,161,Rural,2,2,30,Male,2021,6,5,1,18,2
6498-001-01,16,161,Rural,2,3,56,Female,2021,6,2,1,NA,3
6498-001-02,16,161,Rural,1,2,24,Male,2021,6,4,1,13,1
6510-001-01,16,162,Rural,1,1,40,Male,2021,10,9,1,18,2
6510-001-03,16,161,Rural,3,4,22,Male,2021,12,2,1,18,2
6512-001-01,16,162,Rural,4,4,29,Male,2021,10,5,1,15,1
6513-001-01,16,162,Rural,1,1,46,Female,2021,6,10,1,NA,3
6514-001-02,16,162,Rural,1,1,76,Male,2021,6,6,1,13,1
6515-001-01,16,162,Rural,1,1,36,Male,2021,6,8,1,NA,3
6516-001-01,16,162,Rural,3,3,25,Male,2021,6,6,1,15,1
6517-001-01,16,162,Rural,3,4,61,Male,2021,6,5,1,18,2
6519-001-01,16,162,Rural,1,1,37,Female,2021,6,5,1,18,2
6529-001-01,16,163,Rural,3,4,38,Female,2021,6,4,10,14,1
6530-001-02,16,163,Rural,2,3,62,Female,2021,6,9,1,18,2
6531-001-01,16,163,Rural,1,1,43,Male,2021,6,7,1,18,2
6533-001-06,16,163,Rural,4,4,76,Male,2021,6,1,16,NA,3
6534-001-01,16,163,Rural,1,1,34,Male,2021,6,10,12,18,2
6535-001-01,16,163,Rural,1,1,36,Male,2021,6,9,10,17,1
6540-001-01,16,163,Rural,1,1,70,Male,2021,6,11,1,15,1
6540-001-07,16,163,Rural,1,1,34,Male,2021,6,5,1,NA,3
6548-001-01,16,164,Urban,2,1,66,Female,2021,6,3,11,NA,3
6549-001-01,16,164,Urban,3,2,35,Male,2021,6,4,7,18,2
6550-001-01,16,164,Urban,1,1,44,Male,2021,6,9,1,15,1
6551-001-01,16,164,Urban,2,1,91,Male,2021,6,6,1,NA,3
6552-001-01,16,164,Urban,3,1,54,Female,2021,6,3,10,18,2
6554-001-01,16,164,Urban,5,4,61,Male,2021,6,1,15,19,3
6554-001-02,16,164,Urban,3,1,49,Female,2021,6,2,10,NA,3
6556-001-01,16,164,Urban,2,1,46,Female,2021,6,4,1,18,2
6567-001-01,16,165,Rural,1,1,60,Male,2021,5,18,1,15,1
6568-001-01,16,165,Rural,1,1,91,Male,2021,5,15,15,NA,3
6568-001-02,16,165,Rural,1,1,32,Male,2021,5,4,1,NA,3
6568-001-14,16,165,Rural,2,2,42,Male,2021,5,8,1,15,1
6569-001-01,16,165,Rural,2,3,43,Male,2021,5,12,1,18,2
6570-001-01,16,165,Rural,2,3,44,Male,2021,5,11,1,18,2
6572-001-01,23,232,Rural,2,2,52,Male,2021,9,19,1,18,2
6572-001-06,23,232,Rural,2,2,46,Male,2021,9,18,1,NA,3
6574-001-01,16,165,Rural,1,1,43,Male,2021,5,7,1,16,1
6577-001-01,16,165,Rural,1,1,69,Female,2021,5,8,1,NA,3
6577-001-02,16,165,Rural,3,4,38,Male,2021,5,2,1,NA,3
6577-001-03,16,165,Rural,3,4,34,Male,2021,5,5,1,NA,3
6577-001-08,16,165,Rural,1,2,40,Male,2021,5,2,7,NA,3
6586-001-01,16,166,Rural,2,3,72,Male,2021,6,10,1,NA,3
6586-001-06,16,166,Rural,1,1,28,Male,2021,6,4,7,18,2
6589-001-01,16,166,Rural,1,1,53,Female,2021,6,3,1,13,1
6590-001-01,16,166,Rural,1,1,47,Male,2021,6,10,1,18,2
6591-001-01,16,166,Rural,1,1,66,Male,2021,6,6,1,18,2
6592-001-01,16,166,Rural,3,4,62,Male,2021,6,5,1,18,2
6593-001-01,16,166,Rural,2,2,51,Female,2021,6,5,1,18,2
6594-001-01,16,166,Rural,1,1,44,Male,2021,6,8,1,19,3
6594-001-03,16,166,Rural,1,2,25,Male,2021,6,3,1,16,1
6605-001-01,16,168,Rural,1,1,43,Male,2021,6,8,1,18,2
6606-001-01,16,168,Rural,1,1,48,Male,2021,6,8,1,18,2
6606-001-08,16,168,Rural,2,2,24,Male,2021,6,3,1,18,2
6607-001-01,16,168,Rural,2,2,49,Female,2021,6,5,1,15,1
6607-001-02,16,168,Rural,1,2,26,Male,2021,6,4,1,15,1
6608-001-01,16,168,Rural,4,5,67,Male,2021,6,2,1,2,1
6608-001-03,16,168,Rural,2,3,44,Male,2021,6,2,7,18,2
6608-001-05,16,168,Rural,3,3,26,Male,2021,6,2,1,18,2
6608-001-06,13,132,Rural,5,5,33,Male,2021,9,6,5,NA,3
6608-001-08,16,168,Rural,1,1,45,Male,2021,6,10,1,NA,3
6609-001-01,16,168,Rural,1,2,39,Female,2021,6,4,1,15,1
6609-001-02,16,168,Rural,3,3,22,Male,2021,6,4,7,22,3
6610-001-01,16,168,Rural,2,2,36,Male,2021,6,5,7,18,2
6611-001-01,16,168,Rural,2,2,31,Male,2021,6,10,10,24,3
6612-001-01,16,168,Rural,1,1,57,Female,2021,6,5,1,18,2
6624-001-01,16,168,Urban,1,1,48,Female,2021,6,10,10,18,2
6624-001-03,16,168,Urban,1,1,78,Female,2021,6,5,10,NA,3
6625-001-01,16,168,Urban,1,1,66,Female,2021,6,5,10,NA,3
6625-001-03,16,168,Urban,3,2,21,Male,2021,6,2,7,NA,3
6626-001-01,16,168,Urban,1,1,76,Male,2021,6,5,7,15,1
6626-001-03,16,168,Urban,3,1,19,Male,2021,6,2,7,15,1
6628-001-01,16,168,Urban,1,1,44,Male,2021,10,6,1,18,2
6629-001-01,16,168,Urban,1,1,66,Female,2021,6,4,1,NA,3
6630-001-01,16,168,Urban,1,1,33,Male,2021,6,4,1,18,2
6631-001-01,16,168,Urban,1,1,44,Male,2021,6,6,1,17,1
6643-001-02,3,31,Rural,5,5,53,Male,2021,8,1,1,18,2
6644-001-01,3,31,Rural,3,4,46,Female,2021,8,3,1,19,3
6644-001-02,3,36,Rural,5,5,21,Male,2021,12,2,9,24,3
6645-001-01,3,31,Rural,3,4,90,Male,2021,8,2,1,NA,3
6646-001-01,3,31,Rural,3,3,77,Female,2021,8,4,1,15,1
6646-001-02,7,74,Urban,5,4,39,Female,2022,1,2,10,22,3
6647-001-01,3,31,Rural,4,4,66,Female,2021,8,2,1,18,2
6648-001-03,3,31,Rural,4,5,53,Male,2021,8,1,1,18,2
6649-001-01,3,31,Rural,3,3,56,Male,2021,8,6,1,24,3
6649-001-04,1,15,Rural,5,5,27,Male,2021,12,2,7,24,3
6650-001-01,3,31,Rural,4,5,69,Male,2021,8,8,1,18,2
6662-001-01,3,32,Urban,2,1,53,Female,2021,6,6,16,18,2
6663-001-01,3,32,Urban,4,3,35,Male,2021,6,3,2,17,1
6663-001-02,3,32,Urban,5,5,29,Female,2021,6,3,10,22,3
6664-001-01,3,32,Urban,4,2,66,Female,2021,6,3,10,NA,3
6666-001-01,3,32,Urban,5,4,47,Female,2021,6,2,10,18,2
6668-001-01,3,32,Urban,2,1,49,Male,2021,6,6,2,14,1
6681-001-01,3,32,Rural,2,2,66,Female,2021,4,9,1,15,1
6682-001-01,3,32,Urban,5,5,58,Male,2021,4,1,5,18,2
6683-001-01,3,32,Rural,2,2,49,Male,2021,4,6,1,18,2
6684-001-01,3,32,Rural,4,5,59,Male,2021,4,6,1,18,2
6684-001-04,14,146,Rural,5,5,28,Female,2021,12,1,10,24,3
6685-001-01,3,32,Rural,5,5,31,Male,2021,4,3,7,32,3
6686-001-01,3,32,Rural,3,4,66,Female,2021,4,4,1,18,2
6686-001-03,3,36,Rural,4,5,37,Male,2021,12,3,7,18,2
6688-001-01,3,32,Rural,5,5,32,Male,2021,4,1,10,18,2
6688-001-02,3,32,Rural,4,5,37,Female,2021,4,3,7,22,3
6700-001-01,3,34,Rural,4,4,47,Female,2021,8,3,1,18,2
6700-001-05,5,55,Rural,4,5,53,Male,2022,1,4,1,22,3
6701-001-01,3,34,Rural,5,5,75,Male,2021,8,4,1,22,3
6702-001-01,3,34,Rural,4,5,34,Male,2021,8,1,7,18,2
6702-001-02,3,34,Rural,5,5,34,Female,2021,8,1,7,NA,3
6703-001-01,3,34,Rural,3,4,67,Male,2021,8,2,1,18,2
6703-001-02,3,34,Rural,4,5,53,Female,2021,8,2,10,18,2
6704-001-01,3,34,Rural,3,3,46,Male,2021,8,6,16,18,2
6704-001-06,3,34,Rural,4,5,31,Female,2021,8,1,10,25,3
6705-001-01,3,34,Rural,3,4,83,Male,2021,8,4,15,15,1
6706-001-01,3,34,Rural,5,5,61,Female,2021,8,2,1,18,2
6707-001-01,3,34,Rural,5,5,48,Female,2021,8,1,1,24,3
6707-001-02,7,72,Urban,5,5,29,Male,2022,1,4,10,45,3
6720-001-01,3,34,Rural,4,5,62,Male,2021,3,2,1,18,2
6720-001-04,3,34,Rural,2,2,34,Male,2021,3,4,10,18,2
6721-001-02,3,34,Rural,5,5,50,Female,2021,3,2,7,18,2
6721-001-03,13,132,Rural,5,5,27,Male,2021,9,1,7,22,3
6722-001-01,3,34,Rural,5,5,50,Male,2021,3,1,7,22,3
6723-001-01,3,34,Rural,2,2,84,Female,2021,3,4,1,NA,3
6724-001-02,3,34,Rural,5,5,49,Female,2021,3,3,1,18,2
6725-001-01,3,34,Rural,4,5,73,Male,2021,3,7,1,15,1
6726-001-01,3,34,Rural,1,2,34,Male,2021,3,6,1,15,1
6738-001-01,3,35,Rural,3,4,50,Female,2021,5,4,10,19,3
6738-001-02,3,35,Rural,5,5,36,Male,2021,5,2,1,18,2
6739-001-02,3,35,Rural,3,4,45,Male,2021,5,4,1,22,3
6740-001-01,3,35,Rural,3,4,59,Female,2021,5,3,1,18,2
6741-001-01,3,35,Rural,4,4,67,Female,2021,5,5,1,18,2
6742-001-01,3,35,Rural,3,3,68,Male,2021,5,3,1,15,1
6743-001-01,3,35,Rural,5,5,36,Male,2021,5,4,7,18,2
6744-001-01,3,35,Rural,4,5,56,Male,2021,5,3,1,18,2
