itemcode,itemname.x,median,median_se,qt_q25,qt_q75,qt_q25_se,qt_q75_se,itemname.y,per
303,"Honey, syrups, jams, marmalade, jellies, canned fruits",15.420879094545642,9.529210983314062,9.633679956232523,21.089313695533207,2.9591374625609,30.762163894165592,"HONEY, SYRUPS, JAMS, MARMALADE, JELLIES, CANNED FRUITS",6.3
8084,Other fresh fish and seafood,14.771600618554967,2.3583529610452287,10.45551188206363,23.278569734806158,2.643665407223515,NA,OTHER FRESH FISH AND SEAFOOD,7.8
809,Dried/salted/canned fish and seafood (incl. Dagaa),13.115162966963537,2.4998640107548322,8.359363290309235,28.71881790728082,0.8924448127843109,4.313064915728086,DRIED/SALTED/CANNED FISH AND SEAFOOD (INCL. DAGAA),44.1
8083,Tilapia (fresh),13.084672909685738,NA,13.084672909685738,13.084672909685738,NA,NA,TILAPIA (FRESH),0.09
1004,Other spices,12.151867023872924,4.780021905617171,4.813270390438851,27.05060164767358,1.9469644828996353,29.591760754106673,OTHER SPICES,12.9
803,Pork including sausages and bacon,11.084645392980091,NA,11.084645392980091,11.084645392980091,NA,NA,PORK (INCLUDING SAUSAGES AND BACON),7.9
807,Eggs,10.465888112019384,1.977556547637372,5.003828314010505,19.364748949913878,1.2458843112194633,4.570289937704358,EGGS,24.7
603,"Canned, dried and wild vegetables",10.418252130220784,NA,10.418252130220784,17.480346106664257,NA,NA,"CANNED, DRIED, AND WILD VEGETABLES",2.2
903,Canned milk/milk powder,9.840391766040977,NA,9.840391766040977,9.840391766040977,NA,NA,CANNED MILK/MILK POWDER,0.1
810,Packaged/canned fish,9.491013095722636,NA,9.491013095722636,9.491013095722636,NA,NA,PACKAGED/CANNED FISH,0.05
8081,Dagaa (fresh),9.22919736119498,2.2810697043242945,3.8041681546396213,20.072990756534075,0.7877694828048271,2.32543122695102,DAGAA (FRESH),22
7021,Lemon/lime,8.900099675088168,1.0255562182755629,5.9575972574778095,16.64168718623082,0.5937273598359518,7.617412157286244,LEMON/LIME,28.4
1003,Salt,7.2339579410597805,0.3174915715159749,5.267888701146577,10.43684065791951,0.1587007208532454,0.7236750444506727,SALT,98.9
808,Fresh fish and seafood (including dagaa),7.202742213485976,NA,6.433015211230904,10.406009397887743,NA,NA,NA,NA
1102,Coffee and cocoa,5.564583031584447,8.044208840262389,5.429976224166745,19.08125442933063,NA,NA,COFFEE AND COCOA,2
11021,Cakes and biscuits,2.623392423784953,2.228131842278233,2.4668417754531435,10.338774446621093,0.41550496139558124,NA,CAKES AND BISCUITS,4.7
1101,Tea dry,1.1497771327481559,0.06105366911165673,0.7839652638480964,1.8933708579585122,0.05519645195943645,0.12209429246311632,TEA DRY,62.5
603,"Canned, dried, and wild vegetables",1.009556597066559,NA,1.009556597066559,34.7894688597317,NA,NA,"CANNED, DRIED, AND WILD VEGETABLES",2.2
302,Sweets,0.33253936178940274,0.9249748734996689,0.29148804708721704,2.2975054325824655,NA,NA,SWEETS,4.1
